author,content,date,id,location,title,url
Staff Reporter,"With 1,404 new COVID-19 cases being reported in the Capital in the past 24 hours, the active cases increased for the fourth consecutive day after decreasing for 15 days continuously in July, according to a health bulletin released by the Delhi government on Saturday. The total number of cases stood at 1,44,127. Of the total, 1,29,362 people have recovered and 10,667 are active cases. Also, 16 more deaths have been reported, taking the total number of deaths to 4,098. The number of active cases, which was 27,007 on July 1 had fallen to 9,897 — below the 10,000 mark in months — on August 4, but since then it has been increasing. The number of new cases is also the highest in the past 21 days, but the number of tests done in the past 24 hours as per the bulletin is also the highest since at least July 1. The number of new cases has been less than 1,500 for the past 23 consecutive days, which is less compared to June. On June 23, daily new cases touched almost 4,000 — highest so far — and since then it has been dropping. Of the total 24,592 tests done in the past 24 hours, 77.6% of the tests were rapid antigen tests, which have shown a low positivity in the city compared to RT-PCR tests. Though Delhi has a capacity to do around 11,000 RT-PCR tests in a day, only 5,500 such tests were done in the past 24 hours. From July 1 to Saturday, the number of COVID-19 positive people in home isolation has also decreased from 16,703 to 5,372. Positivity rate, which is the percentage of people who test positive, has dropped from 12.2% to 5.7%. The number of containment zones in the city was 478 on Saturday.",2020-08-09,TH32307212,New Delhi,Coronavirus | Delhi sees spurt in active virus cases,https://www.thehindu.com/news/cities/Delhi/capital-sees-spurt-in-active-virus-cases/article32307212.ece
Special Correspondent,"Uttar Pradesh Chief Minister on Saturday inaugurated a dedicated 400-bed government COVID-19 hospital in Noida. Spread across eight floors with its own diagnostic facility, dialysis unit, and blood bank, the Chief Minister also reviewed the facilities at the hospital that has come up in collaboration with the Tata Trusts and Bill & Melinda Gates Foundation. District Magistrate Suhas L.Y. said once fully operational, the hospital would be the largest State-run COVID-19 facility in the State. He said the hospital will start with around 200 beds, catering to symptomatic patients, and subsequently, 200 more beds will be added for infected persons with mild symptoms. Located in Sector 39, it was originally mooted as a district hospital. It will function as the premier health facility in the district after the pandemic is over. The construction of the building was completed in 2019 by the Noida Authority. At present, Noida has GIMS, Child PGI and Sharda Hospital as its government-run COVID-19 care facilities, besides private hospitals.",2020-08-09,TH32307245,Ghaziabad,U.P. CM inaugurates COVID-19 hospital,https://www.thehindu.com/news/cities/Delhi/up-cm-inaugurates-covid-19-hospital/article32307245.ece
Staff Reporter,"An advocate lodged a complaint against Aam Aadmi Party leader Sanjay Singh in connection with a tweet he made on Friday regarding the recent Ram temple stone foundation event in Ayodhya. The complainant stated that Mr. Singh has hurt religious sentiments of the Hindu community and insulted the Dalit community. In the tweet, Mr. Singh questioned the presence of Dalit leaders at the Ayodhya event. The complainant alleged that the Minister was lying and trying to cause riots by making such statements. A senior police officer said that the complaint received at Parliament Street police station is being looked into. Responding to the complaint, Mr. Singh tweeted later in the evening, that he’ll continue to fight for the Dalit community no matter how many cases are registered against him.",2020-08-09,TH32307266,NEW DELHI,Complaint filed against AAP leader over tweet,https://www.thehindu.com/news/cities/Delhi/complaint-filed-against-aap-leader-over-tweet/article32307266.ece
M.R. Praveen Chandran,"Kerala Ranji captain Sachin Baby has always been at ease answering questions in front of a camera. Now, for a change he will be asking the questions, on his newly-launched YouTube channel — Sachin Baby Official. The channel was officially launched on Wednesday with the first episode summarising a day in his life. Sachin said the content of his channel would not be restricted to cricket. “Different personalities from films and sports will be the guests on my talk show. “There will be sessions on fitness and travel as well,'' he said. “I had been thinking of starting a YouTube Channel for quite some time. But it got delayed due to the lockdown and I also was busy with other work. “When Sreesanth heard of my plans he pushed me. I have a team of childhood friends to help me shoot the content,'' he said. Sachin had been training at Sreesanth's S36 Academy during the lockdown but after a spike in COVID cases in Ernakulam district he had to stop. Now he works out at his home gym and hopes to resume nets session soon. Sachin is pretty confident that Kerala can bounce back this season and he is happy that Sreesanth will be available for selection and believes the former India seamer's presence can make a big differnce to Kerala's fortunes. “Both Tinu (Tinu Yohannan) and Sree can make a huge impact. This season is really important for us as we were relegated last year and we want to come back,'' he said.",2020-08-09,TH32308058,Thiruvananthapuram,Sachin Baby becomes a YouTuber,https://www.thehindu.com/sport/cricket/sachin-baby-becomes-a-youtuber/article32308058.ece
Staff Reporter,"With the inflow continuing to be around 13,000 cusecs, the water level at Bhavani Sagar dam inched closer to 100 feet on Saturday evening. At 6 p.m., the water level was 98.87 feet, as against the maximum reservoir level (MRL) of 105 feet. While the inflow was 13,602 cusecs, the discharge was 500 cusecs into Kalingarayan canal and 600 cusecs into Arakankottai and Thadapalli canals. The storage was 27.852 tmc, as against the capacity of 32.800 tmc. A Public Works Department official said that as per flood regulation norms, the quantum of water that could be stored for every month was specified: 100 feet in June and July, 102 feet from August to October and 105 feet in November and December. Once the water level touches 102 feet, surplus water would be discharged through the spillways into River Bhavani, he said. If the inflow continued to be around 10,000 cusecs, the water level would touch 100 feet by afternoon on Sunday. The inflow to Mettur dam increased to 45,000 cusecs on Saturday morning. According to officials from the Public Works Department, the water level at the dam was 70.05 ft against the total scale of 120 ft and the strored capacity of water in the dam was 32,743 mcft. The inflow to the dam was 45,000 cusecs and outflow to Cauvery river was maintained at 1,000 cusecs. The inflow increased to 43,000 cusecs from 30,000 cusecs on Friday night. Officials said 1,40,000 cusecs of water has been released from Kabini and K.R.S dams and the inflow is expected to gradually increase from Sunday morning.",2020-08-09,TH32308046,ERODE/ salem,Water level nearing100 ft at Bhavani Sagar,https://www.thehindu.com/news/cities/Coimbatore/water-level-nearing100-ft-at-bhavani-sagar/article32308046.ece
Special Correspondent,"The State Government is looking at ways to promote the sale of handloom products through social media, a Handlooms Department official said here. Officials of the Department, weaver service centres and the weavers from Pollachi and Sirumugai areas had a virtual meeting on Friday to discuss the challenges faced by handloom weavers because of the COVID-19 spread. The meeting was organised as part of the National Handloom Day. With physical distancing restrictions in place, only about 10 weavers from each cluster took part. The official said that with 60 handloom co-operative societies, nearly 15,000 weavers attached to these societies and an equal number of independent weavers, Coimbatore district was one of the largest handloom producing centres. The main challenge faced by these weavers now was marketing. At exhibitions held at industries and colleges on National Handloom Day last year products worth nearly ₹1 crore were sold. The expo could not be held this year owing to COVID-19 restrictions. But, the products need to be marketed. As there were stocks with the societies and weavers were getting some orders, the focus now was on sales. Hence, the government was looking at ways to promote handloom weaves through social media. To support the weavers during the lockdown, the State Government disbursed ₹ 2,000 for each handloom weaver family that had free power connection. There was a demand to continue with such a support till the situation became normal.",2020-08-09,TH32308048,COIMBATORE,State Government plans to promote handloom products through social media,https://www.thehindu.com/news/cities/Coimbatore/state-government-plans-to-promote-handloom-products-through-social-media/article32308048.ece
Meera Srinivasan,"For almost all Opposition parties in Sri Lanka, Wednesday’s general election spelt huge losses in the face of the landslide victory secured by the ruling party of the Rajapaksas. But one group stood out. The Tamil Progressive Alliance (TPA), which represents Malayaha Tamils in the island’s Central, Uva, Sabaragamuwa and Western Provinces, retained all six seats in Parliament. While the number is small compared to the coveted two-thirds majority that the ruling Sri Lanka Podujana Peramuna (SLPP) secured in the 225-member House, it is not insignificant. How did the TPA’s MPs make it, despite being part of Sajith Premadasa’s weak Opposition alliance and despite a contest with powerful rivals in the Ceylon Workers’ Congress (CWC) aligned to the ruling SLPP? Only two of the CWC’s candidates won, including Jeevan Thondaman, son of former Minister and popular politician Arumugan Thondaman, who suddenly passed away in May. “Trust is the word. That is the reason. The TPA’s achievements in the last four years have outnumbered all past performances of other parties,” said Alliance leader and former Minister Mano Ganesan, who won from Colombo district. Mr. Ganesan’s colleague V. Radhakrishnan from Nuwara Eliya agreed. “People have recognised our work. If they were not happy, we wouldn’t be back,” he said. The TPA could not do much to ensure tea estate workers got the minimum wage despite their incessant protests spanning three years, but its MPs appear to have scored in other areas concerning the million-strong community. Development, for instance. The Alliance shifted the politics of Malayaha Tamils — including some 1.5 lakh people employed in the tea estates — from one of “patronage to [one of] rights”, according to Palani Thigambaram, a former Minister widely credited with building houses in the estates. “We worked to address our people’s right to land and housing, we helped them get original deeds for the first time. We created a dedicated authority for Hill Country development and the people have appreciated that,” he said, adding: “some people think voters are fools. But the fact is voters know what they are doing. It is important to pay attention.” But for this trust built over four years, it may not have been easy for the candidates to win, especially from Mr. Premadasa’s Samagi Jana Balawegaya (SJB), which has been on a weak footing since last November’s presidential poll. Nine months after Mr. Premadasa lost to President Gotabaya Rajapaksa, the SJB secured just 54 seats, about 24% of the votes, in Wednesday’s general election. Its parent party, the United National Party has been reduced to a single seat. It is both consistent work on the ground and efforts to bring about structural changes that the people have acknowledged, according to B. Gowthaman, a lawyer and civil society activist. “The TPA’s work especially with land rights and bringing local government authorities to work inside the estates, appealed not only to the workers, but also to the intelligentsia within the community, like teachers and other professionals,” he said. While much of TPA’s accomplishments are linked to the Ministries its MPs held, they are not afraid to sit in Opposition now. “We will play a constructive role in Opposition, keeping in mind the interests of the people we represent. We will also work with all Tamil and Muslim parties along with progressive minded Sinhalese, keeping the Sri Lankan identity in mind,” said Mr. Ganesan, a vocal legislator in the last Parliament.",2020-08-09,TH32306174,Colombo,An alliance of Malayaha Tamil MPs that stood out,https://www.thehindu.com/news/international/an-alliance-of-malayaha-tamil-mps-that-stood-out/article32306174.ece
Reuters,"Riot police fired tear gas at demonstrators trying to break through a barrier to get to the Parliament building in Beirut on Saturday during a protest over the government’s handling of this week's devastating explosion in the city. About 5,000 people gathered in Martyrs’ Square in the city centre, some throwing stones. Police fired tear gas when some protesters tried to break through the barrier blocking a street leading to Parliament, a Reuters journalist said. The protesters chanted “the people want the fall of the regime,” and held posters saying “Leave, you are all killers.” “We want a future with dignity, we don’t want the blood of the victims of the explosion wasted,” said Rose Sirour, one of the demonstrators. Tuesday’s blast in the port, the biggest explosion in Beirut’s history, killed 154 people, injured 5,000 and destroyed a swathe of the city. Some residents, struggling to clean up shattered homes, complain the government they see as corrupt has let them down again.  Lebanon’s Kataeb Party, a Christian group that opposes the government backed by the Iran-aligned Hezbollah, announced on Saturday the resignation of its three lawmakers from Parliament. President Michel Aoun said on Friday an investigation would examine whether it was caused by a bomb or other external interference. Mr. Aoun said the investigation would also weigh if the blast was due to negligence or an accident. Twenty people had been detained so far, he added.",2020-08-09,TH32307326,Beirut,Anti-regime protest rocks Beirut,https://www.thehindu.com/news/international/anti-regime-protest-rocks-beirut/article32307326.ece
AFP,"New Zealand Prime Minister Jacinda Ardern kicked off her Labour Party’s election campaign Saturday riding high in the opinion polls after a successful response to the COVID-19 outbreak. Ms. Ardern’s popularity as preferred Prime Minister topped 60% in the latest surveys following her leadership through the Christchurch mosque attacks, the White Island volcanic eruption and the pandemic. Before the virus forced New Zealand to seal its borders, the polls had pointed to a cliffhanger election on September 19, but support swung sharply towards the centre-left Labour Party as the country eliminated community transmission in a matter of months. In a country of five million people, New Zealand has had only 22 COVID-19 deaths and it has been 99 days since the last recorded case of infection from an unknown source. “When people ask, is this a COVID election, my answer is yes, it is,” the charismatic Ms. Ardern, 40, said as she launched the campaign with a NZ$311 million ($205 million) pledge to boost jobs.",2020-08-09,TH32307320,Auckland,New Zealand Prime Minister Jacinda Ardern begins campaign after taming virus,https://www.thehindu.com/news/international/new-zealand-prime-minister-jacinda-ardern-begins-campaign-after-taming-virus/article32307320.ece
AFP,"U.S. President Donald Trump said on Friday that he was poised to sign executive orders to extend aid to Americans facing hardship due to the COVID-19 pandemic, though negotiations continued between his administration and Democratic leaders in Congress on a new emergency spending bill. “End of the week,” Mr. Trump said on the possible timing of the orders. But he also said his economic team “continues to work in good faith to reach an agreement with Democrats in Congress” on a relief package including unemployment benefits and protections against evictions. Democratic House Speaker Nancy Pelosi said her party had agreed to lower the relief package size to $2 trillion from $3 trillion, but the White House continues to resist aid to State and local governments that economists say will be critical to avoiding a new round of lay-offs. Mr. Trump said his executive orders would defer payroll tax until at least the end of the year, defer student loan payments and extend an eviction moratorium. He also said he would extend enhanced unemployment benefits until the end of the year — a key source of contention between the White House and Democrats. An additional $600 in weekly federal payments to the unemployed expired at the end of July, and Republicans want to slash the figure. Mr. Trump did not say how much the payments would be under his executive order.",2020-08-09,TH32307296,Washington,Trump to sign order extending COVID-19 aid,https://www.thehindu.com/news/international/trump-to-sign-order-extending-covid-19-aid/article32307296.ece
AFP,"China on Saturday slammed the U.S. for imposing “barbarous” sanctions in response to Beijing’s crackdown in Hong Kong, capping a dramatic week of deteriorating relations between the world’s two biggest economies. In the toughest U.S. action on Hong Kong since China imposed a sweeping new security law on the territory, Washington on Friday imposed sanctions on a group of Chinese and Hong Kong officials — including the city’s leader Carrie Lam. The move came after President Donald Trump’s administration forced Chinese Internet giants TikTok and WeChat to end all operations in the U.S., in a twin diplomatic-commercial offensive set to grow ahead of the U.S. presidential election in November. China on Saturday criticised the sanctions as “barbarous and rude”. “The ill intentions of U.S. politicians to support people who are anti-China and messing up Hong Kong have been clearly revealed,” Beijing’s Liaison Office in Hong Kong said in a statement. The Treasury Department announced it was freezing the U.S. assets of Chief Executive Carrie Lam and 10 other senior officials, including Luo Huining — the head of the Liaison Office. It accused the sanctioned individuals of being “directly responsible for implementing Beijing’s policies of suppression of freedom and democratic processes”. The move criminalises any U.S. financial transactions with the sanctioned officials. In a short statement, Mr. Luo said he welcomed the blacklisting. “I have done what I should do for the country and for Hong Kong,” he said. “I don’t have a dime’s worth in foreign assets.” The Hong Kong government described the sanctions as “shameless and despicable”. “We will fully support the Central government to adopt countermeasures,” it said in a statement. The city’s commerce secretary Edward Yau warned that the “savage and unreasonable” sanctions could have blowback for American businesses in Hong Kong. China’s Hong Kong and Macau Affairs Office said the sanctions list “rudely tramples on international law” and “will be nailed to the historic pillar of shame forever.” Facebook barred Ms. Lam and the 10 other sanctioned officials from advertising on the platform, with a spokesperson saying on Saturday that it had “a legal obligation to take action.” Beijing’s security law was imposed in late June, following last year’s huge pro-democracy protests in Hong Kong, sending a political chill through the semi-autonomous city. U.S. Secretary of State Mike Pompeo said the security law violated promises made by China ahead of Hong Kong’s 1997 handover that the city could keep key freedoms and autonomy for 50 years. “Today’s actions send a clear message that the Hong Kong authorities’ actions are unacceptable,” said Mr. Pompeo in a statement. The U.S. measures come three months ahead of the November election in which Mr. Trump, who is behind his rival Joe Biden, is campaigning hard on an increasingly strident anti-Beijing message.",2020-08-09,TH32307243,Hong Kong,China’s ties with U.S. plunge further over Hong Kong sanctions,https://www.thehindu.com/news/international/chinas-ties-with-us-plunge-further-over-hong-kong-sanctions/article32307243.ece
Reuters,"President Donald Trump signed executive orders on August 8 providing additional financial support to Americans hard hit by the coronavirus pandemic, after his negotiators failed to reach a deal with Congress. Mr. Trump said the orders would provide an extra $400 per week to the tens of millions thrown out of work during a health crisis that has killed more than 1,60,000 Americans, less than the $600 per week level passed earlier in the year. Some of the measures were likely to face legal challenges, as the U.S. Constitution gives Congress authority over federal spending. “This is the money they need, this is the money they want, this gives them an incentive to go back to work,” Mr. Trump said of the lower enhanced unemployment payments. Republicans have argued that the higher payments were a disincentive for unemployed Americans to try to return to work, though economists, including Federal Reserve officials, disputed that assertion. Mr. Trump also said he was suspending collection of payroll taxes, which pay for Social Security and other federal programmes, an idea that he has repeatedly raised but has been rejected by both Democrats and his fellow Republicans in Congress. His orders would also stop evictions from rental housing that has federal financial backing and extend zero per cent interest on federally financed student loans, he said. “Congressional Democrats have stonewalled our efforts to extend this relief,” Mr. Trump told reporters at his New Jersey golf club, in a room that featured a crowd of cheering supporters. House of Representatives Speaker Nancy Pelosi had pushed to extend the enhanced unemployment payments at the previous rate of $600 per week approved early in the crisis. Nearly two weeks of talks between White House officials and congressional Democrats ended on Friday with the two sides still about $2 trillion apart on next steps to address the heavy human and economic toll the coronavirus pandemic has taken on the United States, where it has killed more than 160,000 people. Mr. Trump initially played down the disease’s threat and has drawn criticism for inconsistent messages on public health steps such as social distancing and masks. The $600-per-week increase in unemployment payments that has served as a lifeline to the tens of millions of Americans who lost their jobs in the pandemic expired at the end of July. Ms. Pelosi and Senate Minority Leader Chuck Schumer on Friday offered to reduce a proposed $3.4 trillion coronavirus aid package, which the House passed in May but the Senate ignored, by nearly one-third if Republicans would agree to more than double their $1 trillion counteroffer. White House negotiators Treasury Secretary Steven Mnuchin and Chief of Staff Mark Meadows rejected the offer. Senate Majority Leader Mitch McConnell’s $1 trillion package unveiled late last month ran into immediate opposition from his party, with as many as 20 of the Senate’s 53 Republicans expected to oppose it. Democrats have already warned that such executive orders are legally dubious and would likely be challenged in court. They voiced support for others — Ms. Pelosi this week said she would welcome an executive order halting rental evictions. While Mr. Trump had repeatedly floated the idea of executive orders to push relief, Mr. Schumer on Friday said the White House team had acknowledged that power was limited. “The other choice is for them to do executive orders which by their own admission, they said it to us repeatedly, is not close to as good,” Mr. Schumer said. “It doesn’t cover opening of schools. It doesn’t cover testing. It doesn’t cover dealing with rental assistance. It doesn’t cover elections. It doesn’t cover so many things.” A court fight could take months, and Mr. Trump has managed to sidestep Congress on spending before, declaring a national emergency on the U.S.-Mexico border to shift billions of dollars from the defence budget to pay for a wall he promised during his 2016 election campaign. Congress passed legislation to stop him, but there were too few votes in the Republican-controlled Senate to override his veto — a scenario that would likely play out again with less than 90 days to go before the Nov. 3 presidential election.",2020-08-09,TH32307856,BEDMINSTER,Donald Trump signs coronavirus relief orders after talks with Congress break down,https://www.thehindu.com/news/international/donald-trump-signs-coronavirus-relief-orders-after-talks-with-congress-break-down/article32307856.ece
AFP,"China has boosted its efforts to influence the U.S. presidential election in November and wants President Donald Trump to lose because it sees him as “unpredictable,” a top U.S. intelligence official said Friday. “We assess that China prefers that President Trump — whom Beijing sees as unpredictable — does not win re-election,” said William Evanina, Director of the National Counterintelligence and Security Center. “China has been expanding its influence efforts ahead of November 2020 to shape the policy environment in the United States, pressure political figures it views as opposed to China’s interests, and deflect and counter criticism of China,” Mr. Evanina said in a statement. He pointed to China’s criticism of Mr. Trump’s handling of the COVID-19 epidemic, of the U.S. closure of China’s Houston consulate, and of the U.S. administration’s stances on Chinese actions in Hong Kong and the South China Sea. “Beijing recognises that all of these efforts might affect the presidential race,” said Mr. Evanina. Mr. Trump enthusiastically agreed with the warning, which cast him as a threat to Beijing. “China would love us to have an election where Donald Trump lost to sleepy Joe Biden,” he told journalists. Mr. Evanina said Iran is using social media disinformation to divide the country and hurt Mr. Trump, while Russia is meddling to damage the campaign of his Democratic opponent Joe Biden. “This is consistent with Moscow’s public criticism of him when he was Vice-President for his role in the Obama administration’s policies on Ukraine and its support for the anti-Putin opposition inside Russia,” he said. Mr. Trump dismissed the warning that Russia wanted him to see him re-elected, claiming that no U.S. leader has been tougher on Moscow than him.",2020-08-09,TH32307274,Washington,‘Beijing wants unpredictable Trump to lose election’,https://www.thehindu.com/news/international/beijing-wants-unpredictable-trump-to-lose-election/article32307274.ece
AP,"Women in Italy can now use the abortion pill on an outpatient basis rather than be hospitalised to terminate a pregnancy. Italy’s Health Minister, Roberto Speranza, announced the change in guidelines in a tweet on August 8. He said it was based on scientific evidence and was an important step forward in line with Italy’s 1978 law legalising abortion. Previously, women in Italy had to admitted to the hospital to take mifepristone, which terminates a pregnancy by causing the embryo to detach from the uterine wall. Women’s groups and pro-choice advocates lobbying for outpatient use had argued that the hospitalisation requirement discouraged use of the drug, given the high levels of conscientious objection to abortion within the Italian health care service. Over the objections of the Catholic Church, Italy in 1978 legalised abortion and in 2009 approved the use of the abortion pill through the seventh week of gestation. Mr. Speranza’s Deputy, Sandra Zampa, has been quoted as saying it was time to review the guidelines given that a decade of experience had showed the drug could be safely administered without hospitalization. The new guidelines say it can be used up to the ninth week. Conservative lawmaker Giorgia Meloni blasted the new guidelines as a stepback for women, saying the do-it-yourself abortion pill taken outside a hospital setting would deprive women of necessary psychological and medical care. In a statement reported by the newspaper of the Italian bishop’s conference, Ms. Meloni said it would make women experience a difficult and dangerous procedure in solitude.",2020-08-09,TH32307376,Rome,Italy approves outpatient use for abortion pill,https://www.thehindu.com/news/international/italy-approves-outpatient-use-for-abortion-pill/article32307376.ece
PTI,"At least 11 people have been killed and 10 others injured in an apartment building fire in the northeastern Czech Republic, officials said on August 8, with some suggesting that the fire could be arson. Police said the fire hit the 11th floor of the 13-storey building in the afternoon in the town of Bohumin. Firefighters spokesman Lukas Popp told local media that six people, three adults and three children, were killed in an 11th-floor apartment. The other five died after trying to escape from the building in a panic by jumping from the windows on the 12th floor, Interior Minister Jan Hamacek told Czech public radio. Mr. Hamacek and the head of the regional government, Ivo Vondrak, both suggested the fire was likely intentionally set. Regional firefighter chief Vladimir Vlcek said it was unusual how quickly the fire spread through the entire apartment but said authorities were still investigating the cause of the fire. Regional chief police officer Tomas Kuzel said police have detained one person in connection with the fire. Mr. Kuzel said at least 10 people were injured in the fire, while Mr. Hamacek said one firefighter suffered a serious injury. The building belongs to Bohumin Town Hall.",2020-08-09,TH32307398,Prague,"11 killed, 10 injured in Czech Republic apartment fire",https://www.thehindu.com/news/international/11-killed-10-injured-in-czech-republic-apartment-fire/article32307398.ece
PTI,"Renowned academician Agha Ashraf Ali passed away at his home here on Friday night. Ali, who was 97, breathed his last at 11:45 p.m. at his Rajbagh residence, sources said. The scholar was weak due to old age and died minutes after going to bed, the sources said on Saturday. They said Ali was laid to rest at his family graveyard, Gulistan Baba Mazaar, at Alamgari Bazar area of the old city. Ali, who retired as commissioner Higher Education, was nominated to the State legislative council in 2002 by the then Governor G.C. Saxena, but he refused the offer. During his career, Ali served in many important positions including as the first chairman of the Board of School Education and a professor at Kashmir University. Meanwhile, several political and social organisations expressed grief over Ali’s death. National Conference President and Member of Parliament from Srinagar Farooq Abdullah and Vice President Omar Abdullah expressed profound grief and sorrow over his demise, saying the valley had lost one of the most distinguished scholars who was revered by all. A renaissance figure of Kashmir, his philosophy of life was firmly grounded in the progressive philosophy of humanism and secularism. A polymath, he authored many books and many lucky ones had the honour of having him as their teacher. He was an institution in himself and guided generations,” the NC president said. Senior PDP leader and former education minister Naeem Akhtar said the Valley had lost one of its brightest stars. Kashmir today lost one of its brightest stars. Agha Ashraf Ali was no ordinary scholar. He was a school by himself which enlightened, educated generations of students and teachers. He was a true representative of what is good of us and for us, Akhtar said in a tweet.",2020-08-09,TH32308062,Srinagar,Renowned academician Agha Ashraf Ali dies at 97,https://www.thehindu.com/news/national/other-states/renowned-academician-agha-ashraf-ali-dies-at-97/article32308062.ece
PTI,"An encounter broke out between militants and the security forces in Jammu and Kashmir’s Kulgam district early on Sunday, police said. Security forces launched a cordon and search operation in Sighanpora area in the south Kashmir district following inputs about the presence of militants in the area, a police official said. The search operation turned into an encounter after the militants fired upon a search party of the forces, who retaliated, he said. The exchange of fire is going on and further details were awaited, the official said.",2020-08-09,TH32308100,Srinagar,Encounter breaks out in Jammu and Kashmir’s Kulgam,https://www.thehindu.com/news/national/other-states/encounter-breaks-out-in-jammu-and-kashmirs-kulgam/article32308100.ece
PTI,"Militants on Sunday shot at and injured a BJP worker in Budgam district of Jammu and Kashmir, police said. A police official said militants fired upon Abdul Hamid Najar, a resident of Mohiendpora area of Budgam in central Kashmir this morning, leaving him injured. He said Najar is a BJP worker. Najar was shifted to a hospital and further details on his condition were awaited, the official added.",2020-08-09,TH32308102,Srinagar,BJP worker injured in militant attack in Kashmir,https://www.thehindu.com/news/national/other-states/bjp-worker-injured-in-militant-attack-in-kashmir/article32308102.ece
Serena Josephine M.,"The data on the number of doctors who have died of COVID-19 has sparked a political controversy in Tamil Nadu, with two wings of the Indian Medical Association releasing different sets of figures. The Indian Medical Association (headquarters) made an official statement on August 7 that 43 doctors had died of COVID in Tamil Nadu. Both Health Minister C. Vijayabaskar and the State IMA president had rejected the quoted figure earlier this week, after the DMK’s Udhayanidhi Stalin tweeted the data set.  The IMA’s data on State-wise doctors’ deaths was widely circulated on social media earlier this week. In a letter to Prime Minister Narendra Modi, IMA (headquarters) disclosed the details of 196 doctors who had died of COVID-19 in the country. The IMA’s submissions included a document containing the deceased doctors’ details like name, age, IMA branch and speciality. Forty-three of them were from T.N. — the highest figure in the country. “The entire data is from within IMA. The details were verified by another IMA member or by local branches. We have published authentic data. When we released only the numbers, it was subjected to varied interpretations. We have now released the names of the doctors. The State can investigate the details and find out whether the deaths were COVID-19 or non-COVID [deaths]. Our concern is that so many doctors have died,” said R.V. Asokan, honorary secretary-general, IMA (HQs). K. Senthil, president of the Tamil Nadu Government Doctors’ Association, said two government doctors had died of COVID-19 in T.N., while C.N. Raja, president of IMA-Tamil Nadu, said that as per their list, 20 private practitioners had died of COVID-19. Hence, 22 doctors had succumbed to the infection in all. Dr. Raja said, “The data that 43 doctors have died is wrong. As soon as we received it, we started to cross-verify the list. We are investigating the deaths, and there seems to be non-COVID deaths too. We have asked all IMA branches to check and get supporting documents,” he said. In the midst of all this, doctors have begun to question if the State government has any data on doctors’ deaths at all. When the data was sought, an official said he would collect the details and then provide them. However, a group of doctors have been collecting details from various doctors’ groups and from Facebook since the start of the pandemic. They have now collated data on the number of doctors — both in government and private sector — who have died of COVID-19 and due to other ailments. “From March till date, 27 doctors have died of COVID-19 in Tamil Nadu. They include two government doctors — Kalyanaraman of Thoothukudi and Sugumaran, chief medical officer of Madurantakam GH. Fourteen other doctors, including five in the government sector, have died of other reasons during the pandemic,” said a doctor, on the condition of anonymity. A majority of those who died of COVID were aged between 40 and 60, and a few above 60. “Repeated exposure to patients and age, along with co-morbidities, put them at a higher risk of infection and higher viral load,” he added. G. R. Ravindranath, general secretary of Doctors Association for Social Equality, demanded the State government to be transparent and release the accurate list of doctors — both from the government and private sectors — who have died of COVID-19. Dr. Raja urged the government to provide solatium for the families of the doctors. The Health Minister could not be reached for comment. A senior health official said data released by IMA was not related to the government. DMK president M.K. Stalin urged the Health Minister to disclose the number of doctors who had died of COVID-19 in T.N. In a tweet, he referred to the data released by IMA. “Hiding deaths is not the way to prevent deaths,” he said.",2020-08-09,TH32307059,CHENNAI,Coronavirus | Indian Medical Association data on death of doctors contradicts Tamil Nadu Health Minister’s statement,https://www.thehindu.com/news/national/tamil-nadu/death-data-released-by-ima-contradicts-ministers-statement/article32307059.ece
Wilson Thomas,"The CB-CID investigating the death of a man believed to be Sri Lankan underworld operative Maddumage Lasantha Chandana Perera, alias Angoda Lokka, early this July here also suspects that he might have been poisoned. The post-mortem certificate of the deceased, a copy of which is with states that the man’s finger and toenails were bluish in colour, a possible indication of poisoning. The senior civil assistant surgeon who performed the autopsy has observed in the document that the body did not have evidence of any ante-mortem external and internal injuries. The heart of the deceased was sent for histopathological examination while viscera samples were preserved and sent for chemical examination. The cause of death will be attributed based on the results of these examinations and the complete post-mortem report will be prepared on the same. Sources at the Coimbatore Medical College Hospital, where the autopsy was conducted, said that there was no video record of the procedure as the body did not have external injuries or signs of suspicious death. Several Sri Lankan media had reported in July that Lokka could have been poisoned to death in India, many days before Coimbatore city police issued a statement on August 2 that three persons, including a Sri Lankan woman, were arrested in connection with the death of a man suspected to be Lokka. K. Shankar, Inspector General of Police, CB-CID, said the agency has sought five days custody of the three accused, namely Amani Thanji, D. Sivakamasundari and her friend S. Dyaneswaran from Erode who were arrested for allegedly helping the deceased in obtaining an Aadhaar card and illegal stay in India. The court is likely to hear the custody petition on Wednesday. It is learnt that the seven special teams of the CB-CID have collected a large chunk of information regarding the deceased and the three accused for custodial interrogation. The investigators also found that the deceased underwent a cosmetic plastic surgery on his nose at a private hospital in R.S. Puram, Coimbatore, in February this year on the grounds that he was desirous of acting in films.",2020-08-09,TH32307043,COIMBATORE,Sri Lankan don Angoda Lokka death | CB-CID awaits chemical examination results,https://www.thehindu.com/news/national/tamil-nadu/cb-cid-awaits-chemical-examination-results/article32307043.ece
